resample_id,net_pnl
632,178.91429899505994
633,155.115824667928
634,130.8286682969648
635,224.61494427483194
636,215.7791885056081
637,196.15682502209438
638,140.655891058101
639,190.36787009213984
640,238.14312375685518
641,167.32759146105965
642,202.29288204627846
643,205.68931602079178
644,207.67170186916985
645,236.2337801406763
646,274.9300380270804
647,228.66329244540526
648,235.71183378911428
649,287.9834204933522
650,89.11552400876704
651,237.73118571758496
652,210.60059405843538
653,180.3486219755104
654,168.5284606314681
655,243.62928697094316
656,216.26958604260503
657,283.35492819403584
658,154.50146984909216
659,156.2584988503695
660,273.3259790718054
661,254.36762817777046
662,162.22405911074176
663,164.15774142072036
664,150.43948309013203
665,200.1917283740365
666,140.3234577949982
667,232.44120447730307
668,154.69269354785365
669,318.6211913786063
670,122.04579273389886
671,218.040755136483
672,189.89726992788658
673,155.74660959579248
674,153.51239080403818
675,122.44452296129772
676,135.45875163884062
677,174.43995088419845
678,162.82958818096563
679,194.2544216621661
680,190.6603905828055
681,216.4628324790956
682,145.42551315735335
683,226.0111758262694
684,238.17015632890053
685,189.73426564547296
686,224.99888477737514
687,222.94650432308916
688,263.8265192266723
689,150.64613188585184
690,182.35882971452764
691,205.13669504170326
692,163.60158183566034
693,204.28286975688545
694,252.3344327829449
695,191.60561220540671
696,187.01510183266498
697,243.05713471143181
698,233.19964938331026
699,160.95551312850185
700,153.75180644891316
701,204.7815527675344
702,162.5734577332398
703,148.64955541801527
704,174.4035372380773
705,198.92601068757207
706,230.00458291502332
707,263.3757174532853
708,197.91918474303813
709,214.12620336229776
710,226.1834202084286
711,126.46447623250178
712,217.16263253875542
713,184.02864533666374
714,213.86793385790762
715,138.19836905063318
716,99.525686046382
717,198.8851061649337
718,178.43180958680364
719,171.71425842545455
720,239.2132485728648
721,249.25070533308025
722,209.20348081234096
723,175.4442002423907
724,171.40459505836594
725,159.46858870497664
726,128.47833051515937
727,147.95436644509365
728,216.11687862609358
729,189.59818278519316
730,192.33430165258886
731,182.32942369403358
732,170.11491954616065
733,167.88739518697943
734,182.62127908464686
735,167.2411996282131
736,141.40447031903008
737,120.98443445402472
738,183.69223029084992
739,268.77288198009535
740,215.60498809660146
741,138.99253534730707
742,208.66109859885896
743,173.45538283381063
744,211.02141395324225
745,177.01495383442415
746,204.25987724752073
747,194.7463287693111
748,190.34556522492485
749,205.83851350430385
750,196.7505244263691
751,244.84380146149232
752,170.32445300898095
753,148.66507395076468
754,277.07090909613635
755,194.66771861160902
756,140.61258457775583
757,167.95024650360057
758,220.83838362338247
759,217.97859724046077
760,280.2387432440023
761,247.51398925124943
762,312.44655898459337
763,133.61084169115995
764,175.2235777194249
765,197.77766981604347
766,182.36268641421432
767,232.32891407690528
768,174.5408984664226
769,203.11488489475292
770,180.83976074320842
771,166.54463854764091
772,171.06043513985966
773,230.70950976095625
774,181.01590115924992
775,148.4916626547436
776,242.1535376516258
777,147.90433094166687
778,218.77803100757276
779,245.70499765980105
780,223.83715724572357
781,207.08890538693964
