edge_threshold,price_filter,prob_source,size_style,cost_model,n_trades,win_rate,avg_edge,gross_pnl,net_pnl,risk,roi_on_risk,max_drawdown,best_city,worst_city,best_strike_zone,worst_strike_zone
0.03,0.20-0.80,model_prob_recal,flat_1,fee_kalshi,281,0.6548042704626335,0.2636795501835167,31.509999999999998,27.1234325,152.49,0.1778702373926159,4.78756675,miami,denver,bin_between,threshold_less
0.03,0.20-0.80,model_prob_recal,dollar_risk_1,gross,281,0.6548042704626335,0.2636795501835167,75.77470909639906,75.77470909639906,281.0,0.2696608864640536,10.882855570326122,miami,chicago,bin_between,threshold_less
0.03,0.20-0.80,model_prob_recal,dollar_risk_1,spread_2c,281,0.6548042704626335,0.2636795501835167,75.77470909639906,64.21988298997202,281.0,0.2285405088611104,11.646362588410238,miami,chicago,bin_between,threshold_less
0.03,0.20-0.80,model_prob_recal,dollar_risk_1,fee_kalshi,281,0.6548042704626335,0.2636795501835167,75.77470909639906,66.77900909639907,281.0,0.23764771920426714,11.478205570326129,miami,chicago,bin_between,threshold_less
0.03,0.20-0.80,model_prob_recal,kelly_quarter,gross,281,0.6548042704626335,0.2636795501835167,13742.528759009432,13742.528759009432,44231.03028006287,0.3106988164642386,965.7357142936121,miami,denver,bin_between,threshold_less
0.03,0.20-0.80,model_prob_recal,kelly_quarter,spread_2c,281,0.6548042704626335,0.2636795501835167,13742.528759009432,12086.249701810777,44231.03028006287,0.27325272835117864,1048.2689626655897,miami,denver,bin_between,threshold_less
0.03,0.20-0.80,model_prob_recal,kelly_quarter,fee_kalshi,281,0.6548042704626335,0.2636795501835167,13742.528759009432,12445.884570981989,44231.03028006287,0.281383555666167,1028.1522502263379,miami,denver,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,flat_1,gross,268,0.667910447761194,0.13711503252206103,34.03,34.03,144.97,0.2347382217010416,3.890000000000004,miami,chicago,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,flat_1,spread_2c,268,0.667910447761194,0.13711503252206103,34.03,28.669999999999995,144.97,0.19776505483893217,4.250000000000002,philadelphia,chicago,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,flat_1,fee_kalshi,268,0.667910447761194,0.13711503252206103,34.03,29.8380045,144.97,0.2058219252259088,4.1658384999999996,philadelphia,chicago,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,dollar_risk_1,gross,268,0.667910447761194,0.13711503252206103,80.47024926408743,80.47024926408743,268.0,0.3002621241197292,9.882855570326122,miami,chicago,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,dollar_risk_1,spread_2c,268,0.667910447761194,0.13711503252206103,80.47024926408743,69.41364377067114,268.0,0.2590061334726535,10.813220010558142,miami,chicago,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,dollar_risk_1,fee_kalshi,268,0.667910447761194,0.13711503252206103,80.47024926408743,71.85814926408743,268.0,0.2681274226271919,10.450555570326127,miami,chicago,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,kelly_quarter,gross,268,0.667910447761194,0.13711503252206103,6926.839234792916,6926.839234792916,21896.54870038157,0.3163438827540985,468.5744858825924,miami,denver,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,kelly_quarter,spread_2c,268,0.667910447761194,0.13711503252206103,6926.839234792916,6105.953835985936,21896.54870038157,0.27885462314339676,509.3686019276163,miami,denver,bin_between,threshold_less
0.03,0.20-0.80,blend_50_50,kelly_quarter,fee_kalshi,268,0.667910447761194,0.13711503252206103,6926.839234792916,6283.76973226445,21896.54870038157,0.28697535023658544,499.3875421335001,miami,denver,bin_between,threshold_less
0.03,0.30-0.70,model_prob_raw,flat_1,gross,215,0.5720930232558139,0.27355835721800964,7.644999999999999,7.644999999999999,115.355,0.06627367691040699,4.42,boston,denver,threshold_less,bin_between
0.03,0.30-0.70,model_prob_raw,flat_1,spread_2c,215,0.5720930232558139,0.27355835721800964,7.644999999999999,3.3449999999999953,115.355,0.02899744267695371,4.7,boston,denver,threshold_less,bin_between
0.03,0.30-0.70,model_prob_raw,flat_1,fee_kalshi,215,0.5720930232558139,0.27355835721800964,7.644999999999999,4.0507607499999985,115.355,0.03511560617225086,4.650804,boston,denver,threshold_less,bin_between
0.03,0.30-0.70,model_prob_raw,dollar_risk_1,gross,215,0.5720930232558139,0.27355835721800964,17.35694507035478,17.35694507035478,215.0,0.08072997707141757,9.465241749609385,miami,denver,threshold_less,bin_between
0.03,0.30-0.70,model_prob_raw,dollar_risk_1,spread_2c,215,0.5720930232558139,0.27355835721800964,17.35694507035478,9.015016606720074,215.0,0.04193030979869802,10.023767710774502,miami,denver,threshold_less,bin_between
0.03,0.30-0.70,model_prob_raw,dollar_risk_1,fee_kalshi,215,0.5720930232558139,0.27355835721800964,17.35694507035478,10.381795070354782,215.0,0.04828741893188271,9.925841749609384,miami,denver,threshold_less,bin_between
0.03,0.30-0.70,model_prob_raw,kelly_quarter,gross,215,0.5720930232558139,0.27355835721800964,7424.64197241053,7424.64197241053,31698.09580530988,0.2342299051025897,1376.6105237761626,miami,denver,bin_between,threshold_greater
