slippage_cents,n_trades,win_rate,gross,net
0,456,0.6798245614035088,199.78307598192748,185.58532598192747
1,456,0.6798245614035088,173.06129384401916,159.18134384401915
2,456,0.6798245614035088,150.251615249213,136.69086524921298
3,456,0.6798245614035088,130.30988283436895,117.06833283436893
5,456,0.6798245614035088,96.58969785956019,83.98479785956019
