strategy,n_trades,win_rate,gross_pnl,net_pnl,max_drawdown,bootstrap_lower_95,bootstrap_upper_95,p_positive
single_source_gfs_ens,452,0.6858407079646017,203.78307598192748,189.8625259819275,11.541670686344887,113.04582403236715,280.2387432440023,1.0
multi_source_blend_equal,459,0.5947712418300654,65.17499113083419,50.39274113083419,35.39143971218664,-17.741386013700613,128.88549328615966,0.922
