city,target,ticker,snapshot_hour_utc,candle_count,last_ts,last_close,last_yes_bid,last_yes_ask,last_mid,last_volume
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B83.5,4,3,1777953060,,0.2,0.21,0.20500000000000002,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B83.5,12,38,1777982400,0.19,0.17,0.18,0.175,25.71
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B83.5,20,34,1778011200,,0.0,0.01,0.005,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B85.5,4,11,1777953600,,0.54,0.55,0.545,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B85.5,12,52,1777982400,,0.56,0.6,0.5800000000000001,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B85.5,20,58,1778011200,,0.74,0.85,0.7949999999999999,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B87.5,4,13,1777953060,,0.15,0.19,0.16999999999999998,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B87.5,12,43,1777982400,,0.24,0.28,0.26,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-B87.5,20,59,1778011200,,0.17,0.23,0.2,0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-T83,4,7,1777952880,0.05,0.04,0.05,0.045,3.0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-T83,12,14,1777981980,0.03,0.02,0.03,0.025,1.0
philadelphia,2026-05-05,KXHIGHPHIL-26MAY05-T83,20,23,1778011200,,0.0,0.01,0.005,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B78.5,4,14,1777953600,,0.32,0.37,0.345,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B78.5,12,33,1777982100,,0.4,0.43,0.41500000000000004,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B78.5,20,43,1778011200,0.45,0.39,0.44,0.41500000000000004,4.0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-T83,4,4,1777953600,,0.0,0.02,0.01,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-T83,12,4,1777982100,,0.0,0.02,0.01,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-T83,20,5,1778011200,,0.0,0.01,0.005,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B82.5,4,24,1777953600,,0.05,0.08,0.065,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B82.5,12,14,1777982280,0.02,0.02,0.03,0.025,253.71
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B82.5,20,10,1778011200,,0.0,0.03,0.015,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B80.5,4,23,1777953600,,0.37,0.44,0.405,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B80.5,12,43,1777982400,,0.05,0.11,0.08,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B80.5,20,57,1778011200,0.51,0.54,0.55,0.545,4.0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B76.5,4,13,1777953600,0.12,0.12,0.13,0.125,196.24
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B76.5,12,36,1777982340,,0.3,0.37,0.33499999999999996,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-B76.5,20,50,1778011200,,0.0,0.01,0.005,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-T76,4,33,1777953600,,0.05,0.08,0.065,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-T76,12,40,1777982400,,0.03,0.07,0.05,0
phoenix,2026-05-05,KXHIGHTPHX-26MAY05-T76,20,17,1778011200,,0.0,0.01,0.005,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B74.5,4,9,1777952580,,0.04,0.05,0.045,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B74.5,12,36,1777982400,0.04,0.03,0.04,0.035,12.0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B74.5,20,12,1778011020,,0.0,0.01,0.005,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-T74,4,15,1777953480,,0.02,0.04,0.03,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-T74,12,20,1777982400,,0.0,0.01,0.005,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-T74,20,10,1778011020,,0.0,0.01,0.005,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-T81,4,19,1777953240,,0.15,0.17,0.16,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-T81,12,49,1777982400,0.3,0.29,0.3,0.295,8.0
boston,2026-05-05,KXHIGHTBOS-26MAY05-T81,20,8,1778011200,0.01,0.0,0.01,0.005,355.33
boston,2026-05-05,KXHIGHTBOS-26MAY05-B80.5,4,15,1777953180,,0.21,0.22,0.215,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B80.5,12,39,1777982400,0.37,0.31,0.37,0.33999999999999997,8.0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B80.5,20,38,1778011200,,0.04,0.05,0.045,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B76.5,4,21,1777953180,,0.16,0.17,0.165,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B76.5,12,49,1777982400,0.05,0.06,0.15,0.105,12.0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B76.5,20,12,1778011020,,0.0,0.01,0.005,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B78.5,4,36,1777953300,,0.34,0.37,0.355,0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B78.5,12,51,1777982400,0.21,0.22,0.29,0.255,12.0
boston,2026-05-05,KXHIGHTBOS-26MAY05-B78.5,20,36,1778011080,0.95,0.94,0.95,0.945,1.04
nyc,2026-05-06,KXHIGHNY-26MAY06-B69.5,4,50,1778040000,0.38,0.37,0.38,0.375,6.0
nyc,2026-05-06,KXHIGHNY-26MAY06-B69.5,12,59,1778068800,,0.47,0.53,0.5,0
nyc,2026-05-06,KXHIGHNY-26MAY06-B69.5,20,23,1778097480,0.01,0.0,0.01,0.005,166.33
nyc,2026-05-06,KXHIGHNY-26MAY06-T74,4,33,1778039760,,0.02,0.03,0.025,0
nyc,2026-05-06,KXHIGHNY-26MAY06-T74,12,49,1778068740,0.04,0.04,0.05,0.045,1.0
nyc,2026-05-06,KXHIGHNY-26MAY06-T74,20,15,1778097540,,0.0,0.01,0.005,0
nyc,2026-05-06,KXHIGHNY-26MAY06-B71.5,4,41,1778039940,,0.34,0.36,0.35,0
nyc,2026-05-06,KXHIGHNY-26MAY06-B71.5,12,61,1778068800,0.41,0.38,0.41,0.395,24.59
nyc,2026-05-06,KXHIGHNY-26MAY06-B71.5,20,19,1778097600,0.99,0.99,1.0,0.995,93.51
nyc,2026-05-06,KXHIGHNY-26MAY06-B73.5,4,33,1778039580,0.13,0.13,0.14,0.135,14.0
nyc,2026-05-06,KXHIGHNY-26MAY06-B73.5,12,58,1778068800,,0.05,0.06,0.055,0
nyc,2026-05-06,KXHIGHNY-26MAY06-B73.5,20,6,1778096520,0.01,0.0,0.01,0.005,23.0
nyc,2026-05-06,KXHIGHNY-26MAY06-T67,4,35,1778040000,,0.02,0.03,0.025,0
nyc,2026-05-06,KXHIGHNY-26MAY06-T67,12,35,1778068680,,0.0,0.01,0.005,0
nyc,2026-05-06,KXHIGHNY-26MAY06-T67,20,19,1778097480,,0.0,0.01,0.005,0
nyc,2026-05-06,KXHIGHNY-26MAY06-B67.5,4,51,1778040000,,0.16,0.19,0.175,0
nyc,2026-05-06,KXHIGHNY-26MAY06-B67.5,12,49,1778068800,0.09,0.07,0.09,0.08,34.93
nyc,2026-05-06,KXHIGHNY-26MAY06-B67.5,20,27,1778097480,,0.0,0.01,0.005,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-T62,4,26,1778039880,,0.03,0.04,0.035,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-T62,12,37,1778068440,,0.0,0.01,0.005,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-T62,20,14,1778097120,,0.0,0.01,0.005,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B55.5,4,13,1778039760,,0.16,0.17,0.165,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B55.5,12,40,1778068800,0.21,0.19,0.21,0.2,9.02
chicago,2026-05-06,KXHIGHCHI-26MAY06-B55.5,20,23,1778097480,,0.0,0.01,0.005,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B57.5,4,30,1778040000,,0.46,0.47,0.46499999999999997,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B57.5,12,39,1778068680,,0.48,0.49,0.485,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B57.5,20,56,1778097600,,0.93,0.95,0.94,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B59.5,4,31,1778040000,,0.23,0.26,0.245,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B59.5,12,48,1778068800,,0.17,0.19,0.18,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B59.5,20,53,1778097540,0.04,0.04,0.06,0.05,14.19
chicago,2026-05-06,KXHIGHCHI-26MAY06-T55,4,22,1778039580,0.05,0.04,0.05,0.045,20.0
chicago,2026-05-06,KXHIGHCHI-26MAY06-T55,12,44,1778068800,,0.05,0.07,0.060000000000000005,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-T55,20,22,1778097540,,0.0,0.01,0.005,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B61.5,4,23,1778040000,,0.04,0.05,0.045,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B61.5,12,39,1778068800,,0.03,0.04,0.035,0
chicago,2026-05-06,KXHIGHCHI-26MAY06-B61.5,20,13,1778097540,,0.0,0.01,0.005,0
miami,2026-05-06,KXHIGHMIA-26MAY06-T91,4,31,1778039820,,0.04,0.05,0.045,0
miami,2026-05-06,KXHIGHMIA-26MAY06-T91,12,49,1778068800,,0.02,0.03,0.025,0
miami,2026-05-06,KXHIGHMIA-26MAY06-T91,20,23,1778097480,,0.0,0.01,0.005,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B88.5,4,30,1778039820,,0.46,0.47,0.46499999999999997,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B88.5,12,52,1778068800,0.64,0.59,0.63,0.61,168.62
miami,2026-05-06,KXHIGHMIA-26MAY06-B88.5,20,54,1778097600,0.98,0.97,0.98,0.975,166.0
miami,2026-05-06,KXHIGHMIA-26MAY06-B84.5,4,37,1778039820,,0.02,0.03,0.025,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B84.5,12,34,1778068800,,0.02,0.03,0.025,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B84.5,20,19,1778097480,,0.0,0.01,0.005,0
miami,2026-05-06,KXHIGHMIA-26MAY06-T84,4,4,1778036400,0.01,0.0,0.01,0.005,30.0
miami,2026-05-06,KXHIGHMIA-26MAY06-T84,12,2,1778067840,,0.0,0.01,0.005,0
miami,2026-05-06,KXHIGHMIA-26MAY06-T84,20,26,1778097480,,0.0,0.01,0.005,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B90.5,4,31,1778039700,,0.36,0.37,0.365,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B90.5,12,50,1778068680,,0.15,0.16,0.155,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B90.5,20,43,1778097600,0.02,0.01,0.02,0.015,534.9
miami,2026-05-06,KXHIGHMIA-26MAY06-B86.5,4,23,1778039760,,0.1,0.11,0.10500000000000001,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B86.5,12,60,1778068800,,0.22,0.23,0.225,0
miami,2026-05-06,KXHIGHMIA-26MAY06-B86.5,20,23,1778097540,0.01,0.0,0.01,0.005,166.0
austin,2026-05-06,KXHIGHAUS-26MAY06-B88.5,4,20,1778039760,,0.01,0.02,0.015,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B88.5,12,3,1778066640,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B88.5,20,1,1778094480,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-T93,4,3,1778037480,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-T93,12,3,1778067300,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-T93,20,1,1778094480,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B92.5,4,9,1778039640,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B92.5,12,3,1778067300,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B92.5,20,1,1778094480,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B90.5,4,12,1778039640,,0.01,0.02,0.015,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B90.5,12,2,1778067840,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B90.5,20,1,1778094480,,0.0,0.01,0.005,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B86.5,4,15,1778040000,,0.1,0.12,0.11,0
austin,2026-05-06,KXHIGHAUS-26MAY06-B86.5,12,28,1778068740,0.01,0.01,0.02,0.015,10.0
austin,2026-05-06,KXHIGHAUS-26MAY06-B86.5,20,6,1778094000,0.01,0.0,0.01,0.005,107.86
austin,2026-05-06,KXHIGHAUS-26MAY06-T86,4,26,1778040000,,0.86,0.88,0.87,0
austin,2026-05-06,KXHIGHAUS-26MAY06-T86,12,25,1778068080,,0.96,1.0,0.98,0
austin,2026-05-06,KXHIGHAUS-26MAY06-T86,20,2,1778095800,0.99,0.99,1.0,0.995,200.0
la,2026-05-06,KXHIGHLAX-26MAY06-B68.5,4,25,1778039700,,0.52,0.53,0.525,0
la,2026-05-06,KXHIGHLAX-26MAY06-B68.5,12,43,1778068800,0.7,0.68,0.7,0.69,73.58
la,2026-05-06,KXHIGHLAX-26MAY06-B68.5,20,60,1778097600,0.86,0.9,0.92,0.91,975.55
la,2026-05-06,KXHIGHLAX-26MAY06-T71,4,30,1778040000,,0.04,0.05,0.045,0
la,2026-05-06,KXHIGHLAX-26MAY06-T71,12,48,1778068800,0.09,0.04,0.09,0.065,111.81
la,2026-05-06,KXHIGHLAX-26MAY06-T71,20,55,1778097600,,0.02,0.04,0.03,0
la,2026-05-06,KXHIGHLAX-26MAY06-B70.5,4,26,1778039940,,0.29,0.31,0.3,0
la,2026-05-06,KXHIGHLAX-26MAY06-B70.5,12,43,1778068800,,0.14,0.15,0.14500000000000002,0
la,2026-05-06,KXHIGHLAX-26MAY06-B70.5,20,56,1778097600,0.05,0.06,0.08,0.07,65.74
la,2026-05-06,KXHIGHLAX-26MAY06-B66.5,4,26,1778039880,0.12,0.12,0.13,0.125,2.0
la,2026-05-06,KXHIGHLAX-26MAY06-B66.5,12,47,1778068800,,0.07,0.08,0.07500000000000001,0
la,2026-05-06,KXHIGHLAX-26MAY06-B66.5,20,9,1778096340,0.01,0.0,0.01,0.005,100.0
la,2026-05-06,KXHIGHLAX-26MAY06-T64,4,14,1778039940,,0.01,0.02,0.015,0
la,2026-05-06,KXHIGHLAX-26MAY06-T64,12,1,1778065260,0.01,0.0,0.01,0.005,50.0
la,2026-05-06,KXHIGHLAX-26MAY06-T64,20,18,1778097480,,0.0,0.01,0.005,0
la,2026-05-06,KXHIGHLAX-26MAY06-B64.5,4,15,1778039880,,0.02,0.03,0.025,0
la,2026-05-06,KXHIGHLAX-26MAY06-B64.5,12,24,1778068260,,0.0,0.01,0.005,0
la,2026-05-06,KXHIGHLAX-26MAY06-B64.5,20,21,1778097540,,0.0,0.01,0.005,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B36.5,4,10,1778038800,,0.19,0.2,0.195,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B36.5,12,26,1778068800,0.11,0.12,0.14,0.13,5.0
denver,2026-05-06,KXHIGHDEN-26MAY06-B36.5,20,50,1778097600,,0.16,0.17,0.165,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B42.5,4,15,1778039640,,0.06,0.07,0.065,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B42.5,12,39,1778068740,,0.12,0.16,0.14,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B42.5,20,38,1778097600,0.04,0.03,0.05,0.04,85.78
denver,2026-05-06,KXHIGHDEN-26MAY06-T43,4,22,1778040000,,0.03,0.04,0.035,0
denver,2026-05-06,KXHIGHDEN-26MAY06-T43,12,50,1778068800,,0.02,0.03,0.025,0
denver,2026-05-06,KXHIGHDEN-26MAY06-T43,20,25,1778097600,,0.07,0.08,0.07500000000000001,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B38.5,4,14,1778038860,,0.31,0.33,0.32,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B38.5,12,49,1778068500,,0.39,0.43,0.41000000000000003,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B38.5,20,58,1778097600,0.53,0.53,0.55,0.54,30.77
denver,2026-05-06,KXHIGHDEN-26MAY06-T36,4,21,1778038920,,0.16,0.19,0.175,0
denver,2026-05-06,KXHIGHDEN-26MAY06-T36,12,48,1778068800,,0.02,0.04,0.03,0
denver,2026-05-06,KXHIGHDEN-26MAY06-T36,20,43,1778097600,,0.01,0.04,0.025,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B40.5,4,3,1778038800,,0.22,0.25,0.235,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B40.5,12,55,1778068740,,0.32,0.38,0.35,0
denver,2026-05-06,KXHIGHDEN-26MAY06-B40.5,20,59,1778097600,,0.31,0.34,0.325,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-T76,4,10,1778038980,,0.02,0.03,0.025,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-T76,12,32,1778068740,,0.06,0.09,0.075,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-T76,20,5,1778097060,,0.0,0.01,0.005,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B73.5,4,6,1778039160,,0.24,0.27,0.255,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B73.5,12,49,1778068800,,0.2,0.27,0.23500000000000001,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B73.5,20,40,1778097600,,0.07,0.17,0.12000000000000001,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B75.5,4,4,1778038260,,0.05,0.09,0.07,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B75.5,12,39,1778068740,,0.18,0.19,0.185,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B75.5,20,6,1778097060,,0.0,0.02,0.01,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B69.5,4,11,1778039640,,0.18,0.21,0.195,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B69.5,12,31,1778068800,0.09,0.02,0.1,0.060000000000000005,117.93
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B69.5,20,15,1778097540,,0.0,0.01,0.005,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-T69,4,4,1778037120,0.05,0.05,0.06,0.055,3.0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-T69,12,28,1778068800,,0.05,0.08,0.065,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-T69,20,7,1778097060,,0.0,0.01,0.005,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B71.5,4,16,1778038920,,0.39,0.43,0.41000000000000003,0
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B71.5,12,45,1778068800,0.44,0.36,0.43,0.395,32.8
philadelphia,2026-05-06,KXHIGHPHIL-26MAY06-B71.5,20,37,1778097480,,0.87,0.88,0.875,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B87.5,4,12,1778039880,,0.18,0.19,0.185,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B87.5,12,49,1778068800,,0.1,0.12,0.11,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B87.5,20,39,1778097600,,0.17,0.2,0.185,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-T81,4,4,1778029200,,0.0,0.01,0.005,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-T81,12,2,1778067660,,0.0,0.01,0.005,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-T81,20,16,1778097240,,0.0,0.01,0.005,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B85.5,4,16,1778040000,,0.53,0.57,0.55,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B85.5,12,45,1778068800,,0.59,0.6,0.595,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B85.5,20,36,1778097480,,0.7,0.72,0.71,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B83.5,4,9,1778040000,,0.19,0.2,0.195,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B83.5,12,37,1778068800,,0.25,0.26,0.255,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B83.5,20,19,1778097480,,0.07,0.1,0.085,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B81.5,4,5,1778039940,,0.03,0.05,0.04,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B81.5,12,23,1778067720,0.01,0.0,0.01,0.005,9.0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-B81.5,20,8,1778096940,,0.0,0.03,0.015,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-T88,4,6,1778039940,,0.01,0.02,0.015,0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-T88,12,13,1778067480,0.02,0.0,0.02,0.01,8.0
phoenix,2026-05-06,KXHIGHTPHX-26MAY06-T88,20,14,1778097480,,0.0,0.03,0.015,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B71.5,4,22,1778039760,,0.24,0.28,0.26,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B71.5,12,33,1778068740,,0.29,0.37,0.32999999999999996,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B71.5,20,10,1778097180,,0.0,0.01,0.005,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-T65,4,8,1778038440,,0.05,0.06,0.055,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-T65,12,30,1778068800,,0.01,0.02,0.015,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-T65,20,2,1778094900,0.01,0.0,0.01,0.005,243.0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B67.5,4,23,1778039700,,0.17,0.21,0.19,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B67.5,12,36,1778068800,0.06,0.06,0.07,0.065,43.42
boston,2026-05-06,KXHIGHTBOS-26MAY06-B67.5,20,20,1778096460,,0.0,0.01,0.005,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-T72,4,26,1778039760,,0.2,0.24,0.22,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-T72,12,55,1778068800,0.26,0.26,0.29,0.275,66.66
boston,2026-05-06,KXHIGHTBOS-26MAY06-T72,20,4,1778097300,0.01,0.0,0.01,0.005,7.28
boston,2026-05-06,KXHIGHTBOS-26MAY06-B65.5,4,25,1778039640,,0.09,0.11,0.1,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B65.5,12,38,1778068800,,0.03,0.04,0.035,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B65.5,20,19,1778097540,,0.0,0.01,0.005,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B69.5,4,23,1778039340,,0.22,0.23,0.225,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B69.5,12,55,1778068800,,0.31,0.36,0.33499999999999996,0
boston,2026-05-06,KXHIGHTBOS-26MAY06-B69.5,20,23,1778097360,,0.99,1.0,0.995,0
nyc,2026-05-07,KXHIGHNY-26MAY07-B64.5,4,40,1778126400,0.51,0.51,0.52,0.515,6.0
nyc,2026-05-07,KXHIGHNY-26MAY07-B64.5,12,59,1778155200,0.58,0.55,0.58,0.565,41.87
nyc,2026-05-07,KXHIGHNY-26MAY07-B64.5,20,59,1778184000,0.83,0.8,0.87,0.835,5.0
nyc,2026-05-07,KXHIGHNY-26MAY07-T64,4,38,1778126400,,0.22,0.23,0.225,0
nyc,2026-05-07,KXHIGHNY-26MAY07-T64,12,54,1778155200,,0.33,0.34,0.335,0
nyc,2026-05-07,KXHIGHNY-26MAY07-T64,20,58,1778184000,0.16,0.15,0.16,0.155,312.91
nyc,2026-05-07,KXHIGHNY-26MAY07-B68.5,4,26,1778126400,,0.02,0.03,0.025,0
nyc,2026-05-07,KXHIGHNY-26MAY07-B68.5,12,39,1778154960,0.01,0.01,0.02,0.015,25.23
nyc,2026-05-07,KXHIGHNY-26MAY07-B68.5,20,17,1778184000,,0.0,0.01,0.005,0
nyc,2026-05-07,KXHIGHNY-26MAY07-T71,4,9,1778126280,,0.0,0.01,0.005,0
nyc,2026-05-07,KXHIGHNY-26MAY07-T71,12,7,1778154840,,0.0,0.01,0.005,0
nyc,2026-05-07,KXHIGHNY-26MAY07-T71,20,27,1778184000,,0.0,0.01,0.005,0
nyc,2026-05-07,KXHIGHNY-26MAY07-B66.5,4,33,1778126400,,0.25,0.28,0.265,0
nyc,2026-05-07,KXHIGHNY-26MAY07-B66.5,12,52,1778155200,,0.13,0.14,0.135,0
nyc,2026-05-07,KXHIGHNY-26MAY07-B66.5,20,52,1778184000,,0.0,0.01,0.005,0
nyc,2026-05-07,KXHIGHNY-26MAY07-B70.5,4,20,1778126340,,0.01,0.02,0.015,0
nyc,2026-05-07,KXHIGHNY-26MAY07-B70.5,12,9,1778154840,0.02,0.0,0.02,0.01,49.51
nyc,2026-05-07,KXHIGHNY-26MAY07-B70.5,20,7,1778184000,,0.0,0.01,0.005,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B62.5,4,28,1778126220,,0.14,0.15,0.14500000000000002,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B62.5,12,37,1778155200,0.09,0.08,0.09,0.08499999999999999,20.89
chicago,2026-05-07,KXHIGHCHI-26MAY07-B62.5,20,52,1778184000,,0.11,0.15,0.13,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B60.5,4,14,1778126100,0.5,0.49,0.5,0.495,1.0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B60.5,12,33,1778155140,,0.5,0.53,0.515,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B60.5,20,57,1778184000,0.85,0.82,0.85,0.835,21.0
chicago,2026-05-07,KXHIGHCHI-26MAY07-T65,4,24,1778126340,,0.02,0.03,0.025,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-T65,12,8,1778154840,,0.0,0.01,0.005,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-T65,20,1,1778181720,,0.0,0.01,0.005,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-T58,4,24,1778126160,,0.1,0.11,0.10500000000000001,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-T58,12,30,1778155200,,0.08,0.1,0.09,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-T58,20,34,1778184000,0.01,0.0,0.01,0.005,18.0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B64.5,4,29,1778126400,,0.04,0.05,0.045,0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B64.5,12,18,1778154840,0.01,0.0,0.02,0.01,4.0
chicago,2026-05-07,KXHIGHCHI-26MAY07-B64.5,20,32,1778184000,,0.01,0.02,0.015,0
