city,target,ticker,snapshot_hour_utc,candle_count,last_ts,last_close,last_yes_bid,last_yes_ask,last_mid,last_volume
austin,2026-05-01,KXHIGHAUS-26MAY01-B71.5,4,10,1777607160,,0.0,0.02,0.01,0
austin,2026-05-01,KXHIGHAUS-26MAY01-B71.5,12,1,1777634400,,0.0,0.01,0.005,0
austin,2026-05-01,KXHIGHAUS-26MAY01-B71.5,20,2,1777665000,,0.0,0.01,0.005,0
austin,2026-05-01,KXHIGHAUS-26MAY01-T65,4,41,1777607580,,0.38,0.39,0.385,0
austin,2026-05-01,KXHIGHAUS-26MAY01-T65,12,58,1777636800,0.92,0.85,0.93,0.89,54.04
austin,2026-05-01,KXHIGHAUS-26MAY01-T65,20,36,1777665600,0.97,0.94,0.97,0.955,54.0
austin,2026-05-01,KXHIGHAUS-26MAY01-B67.5,4,44,1777607580,0.11,0.08,0.1,0.09,1.0
austin,2026-05-01,KXHIGHAUS-26MAY01-B67.5,12,30,1777636620,0.01,0.01,0.02,0.015,17.0
austin,2026-05-01,KXHIGHAUS-26MAY01-B67.5,20,2,1777663020,,0.0,0.01,0.005,0
la,2026-05-01,KXHIGHLAX-26MAY01-T68,4,28,1777608000,,0.02,0.03,0.025,0
la,2026-05-01,KXHIGHLAX-26MAY01-T68,12,54,1777636800,,0.04,0.05,0.045,0
